-,-,-
14.00	-22.00	99.00	-305.00	-1751.00	390.00
9.00	-19.00	101.00	-506.00	-1885.00	537.00
4.00	-14.00	108.00	-445.00	-1983.00	689.00
4.00	-12.00	117.00	170.00	-1403.00	640.00
5.00	-13.00	113.00	482.00	-628.00	506.00
6.00	-18.00	103.00	573.00	-91.00	335.00
6.00	-19.00	95.00	280.00	-85.00	225.00
4.00	-19.00	97.00	61.00	-549.00	97.00
3.00	-20.00	103.00	109.00	-872.00	48.00
2.00	-22.00	106.00	109.00	-860.00	122.00
2.00	-16.00	109.00	30.00	-537.00	317.00
5.00	-14.00	107.00	-158.00	-36.00	73.00
5.00	-15.00	101.00	-280.00	299.00	-231.00
5.00	-19.00	98.00	-103.00	164.00	-360.00
6.00	-22.00	102.00	134.00	-164.00	-250.00
5.00	-22.00	105.00	238.00	-152.00	-42.00
3.00	-20.00	106.00	231.00	36.00	12.00
1.00	-20.00	104.00	201.00	238.00	-91.00
2.00	-26.00	106.00	-341.00	360.00	-354.00
2.00	-31.00	104.00	-732.00	604.00	-286.00
1.00	-24.00	103.00	-903.00	701.00	238.00
0.00	-16.00	111.00	-787.00	811.00	384.00
1.00	-18.00	115.00	-781.00	1025.00	274.00
3.00	-26.00	116.00	-1220.00	1885.00	152.00
6.00	-22.00	104.00	-756.00	2789.00	677.00
-1.00	-8.00	118.00	-2563.00	2844.00	756.00
-5.00	0.00	155.00	-4815.00	3808.00	402.00
-3.00	-19.00	155.00	-3198.00	7501.00	-555.00
17.00	-54.00	100.00	-6140.00	12481.00	1531.00
45.00	-9.00	34.00	-8758.00	9771.00	3063.00
59.00	-1.00	9.00	-7299.00	4418.00	3112.00
74.00	1.00	-100.00	-500.00	-5407.00	4150.00
27.00	14.00	-184.00	9002.00	-20037.00	2923.00
-50.00	8.00	-113.00	12908.00	-42340.00	-946.00
-135.00	23.00	56.00	6781.00	-51330.00	-3570.00
-150.00	15.00	173.00	4595.00	-48992.00	-4327.00
-148.00	1.00	146.00	4449.00	-39935.00	-4809.00
-209.00	35.00	132.00	1544.00	-33837.00	-5981.00
-261.00	-35.00	249.00	10144.00	-32153.00	-8129.00
-244.00	-79.00	324.00	14984.00	-29632.00	-4925.00
-193.00	-104.00	367.00	17169.00	-15173.00	-1751.00
-176.00	-76.00	361.00	9722.00	2459.00	3002.00
-188.00	-80.00	338.00	2960.00	19903.00	5169.00
-201.00	-39.00	296.00	-2362.00	36187.00	6500.00
-226.00	15.00	160.00	-10540.00	49829.00	4077.00
-221.00	23.00	100.00	-13873.00	54772.00	-1959.00
-196.00	2.00	11.00	-14306.00	52984.00	-7244.00
-147.00	-31.00	-21.00	-13647.00	50231.00	-8721.00
-69.00	-63.00	-56.00	-8587.00	44018.00	-9008.00
6.00	-100.00	-85.00	-1220.00	36920.00	-6280.00
49.00	-93.00	-114.00	2172.00	28143.00	-1135.00
62.00	-44.00	-122.00	3826.00	17321.00	3271.00
66.00	6.00	-107.00	5780.00	5358.00	3955.00
64.00	21.00	-51.00	8563.00	-5554.00	1257.00
59.00	18.00	-25.00	9747.00	-9436.00	-561.00
51.00	-1.00	-8.00	9295.00	-14270.00	-3613.00
29.00	-3.00	-4.00	9838.00	-18652.00	-5297.00
5.00	-8.00	8.00	7635.00	-23449.00	-7519.00
-11.00	-17.00	-13.00	1776.00	-26947.00	-9887.00
-34.00	-17.00	-51.00	762.00	-31390.00	-10626.00
-81.00	10.00	-54.00	6097.00	-37969.00	-9155.00
-118.00	25.00	-42.00	5718.00	-41540.00	-8953.00
-150.00	72.00	39.00	-9777.00	-47015.00	-9338.00
-206.00	11.00	141.00	7464.00	-48925.00	-15240.00
-196.00	-69.00	261.00	2618.00	-42810.00	-18023.00
-167.00	-99.00	331.00	8929.00	-30426.00	-13140.00
-184.00	-89.00	341.00	5572.00	-13867.00	-7257.00
-188.00	-86.00	328.00	3826.00	756.00	-2825.00
-175.00	-65.00	302.00	3784.00	6909.00	-598.00
-173.00	-24.00	266.00	6274.00	18597.00	2941.00
-194.00	5.00	198.00	2697.00	29736.00	3167.00
-219.00	-19.00	164.00	-1568.00	36578.00	24.00
-241.00	-60.00	178.00	-1580.00	41394.00	-1342.00
-200.00	-57.00	136.00	-250.00	48999.00	2465.00
-158.00	13.00	17.00	-3106.00	55908.00	4394.00
-132.00	28.00	-45.00	-3192.00	56561.00	2246.00
-87.00	-3.00	-109.00	-689.00	50494.00	-4205.00
-24.00	-73.00	-135.00	4724.00	39331.00	-5255.00
25.00	-97.00	-139.00	4632.00	25189.00	-2026.00
56.00	-70.00	-115.00	7098.00	10919.00	3015.00
69.00	-24.00	-50.00	9014.00	-384.00	5285.00
67.00	-14.00	-20.00	8703.00	-6878.00	3887.00
58.00	-4.00	33.00	8221.00	-8807.00	2838.00
50.00	-3.00	66.00	8996.00	-10345.00	622.00
44.00	-5.00	101.00	3985.00	-10266.00	-1788.00
29.00	-19.00	117.00	-567.00	-8105.00	-4217.00
17.00	-53.00	113.00	-2258.00	-5889.00	-5621.00
22.00	-78.00	115.00	-219.00	-4345.00	-3881.00
22.00	-78.00	116.00	189.00	-3405.00	-805.00
21.00	-64.00	109.00	561.00	-1568.00	433.00
19.00	-39.00	94.00	225.00	-646.00	1947.00
17.00	-28.00	87.00	561.00	-836.00	1873.00
14.00	-31.00	99.00	299.00	-1477.00	1092.00
16.00	-35.00	110.00	421.00	-1208.00	689.00
19.00	-37.00	107.00	-73.00	-134.00	329.00
19.00	-38.00	100.00	-286.00	610.00	201.00
22.00	-36.00	91.00	-231.00	653.00	183.00
26.00	-35.00	87.00	67.00	463.00	195.00
25.00	-30.00	92.00	-207.00	115.00	305.00
27.00	-33.00	94.00	-299.00	152.00	109.00
26.00	-36.00	90.00	-482.00	390.00	6.00
24.00	-38.00	86.00	-347.00	299.00	0.00
21.00	-38.00	88.00	-54.00	54.00	79.00
22.00	-37.00	96.00	427.00	-286.00	292.00
23.00	-33.00	97.00	396.00	6.00	354.00
23.00	-35.00	92.00	91.00	347.00	-30.00
22.00	-40.00	89.00	-18.00	311.00	-286.00
21.00	-43.00	90.00	73.00	103.00	-146.00
21.00	-41.00	91.00	109.00	-79.00	170.00
20.00	-37.00	95.00	152.00	-122.00	207.00
22.00	-37.00	97.00	213.00	-12.00	158.00
23.00	-38.00	96.00	115.00	225.00	140.00
23.00	-36.00	94.00	-54.00	390.00	201.00
24.00	-35.00	92.00	67.00	494.00	201.00
25.00	-35.00	90.00	18.00	518.00	134.00
25.00	-35.00	88.00	-24.00	476.00	36.00
25.00	-35.00	85.00	-146.00	299.00	-12.00
23.00	-34.00	88.00	-158.00	-61.00	-122.00
24.00	-40.00	91.00	67.00	-280.00	-225.00
23.00	-41.00	95.00	18.00	-292.00	-24.00
23.00	-40.00	95.00	97.00	0.00	146.00
22.00	-32.00	95.00	-164.00	201.00	280.00
23.00	-31.00	95.00	-390.00	433.00	-195.00
23.00	-37.00	91.00	-476.00	482.00	-360.00
24.00	-43.00	87.00	-311.00	366.00	-317.00
24.00	-44.00	85.00	61.00	6.00	97.00
24.00	-37.00	92.00	164.00	-408.00	524.00
episode: 2













-,-,-
22.00	-30.00	93.00	286.00	140.00	24.00
23.00	-34.00	94.00	85.00	67.00	-250.00
23.00	-35.00	95.00	-54.00	146.00	-238.00
23.00	-35.00	92.00	-103.00	238.00	-183.00
23.00	-35.00	91.00	-97.00	103.00	-109.00
23.00	-35.00	92.00	6.00	-36.00	-54.00
22.00	-35.00	93.00	103.00	-61.00	-24.00
23.00	-34.00	95.00	42.00	-61.00	-12.00
22.00	-33.00	94.00	-67.00	97.00	18.00
23.00	-33.00	92.00	-140.00	134.00	-109.00
23.00	-34.00	92.00	-128.00	24.00	-177.00
23.00	-35.00	93.00	-18.00	-97.00	-97.00
23.00	-35.00	95.00	-48.00	-115.00	0.00
23.00	-33.00	95.00	-48.00	-73.00	54.00
22.00	-32.00	94.00	-36.00	30.00	-6.00
22.00	-33.00	93.00	-128.00	42.00	-134.00
22.00	-36.00	94.00	-177.00	24.00	-201.00
22.00	-36.00	94.00	-85.00	36.00	-36.00
21.00	-35.00	94.00	-115.00	85.00	18.00
20.00	-36.00	95.00	-42.00	48.00	24.00
19.00	-38.00	97.00	73.00	42.00	158.00
18.00	-38.00	98.00	231.00	201.00	299.00
16.00	-41.00	99.00	299.00	280.00	384.00
18.00	-45.00	99.00	500.00	451.00	689.00
12.00	-45.00	100.00	299.00	714.00	994.00
15.00	-56.00	104.00	506.00	1019.00	1239.00
6.00	-66.00	105.00	1055.00	1629.00	2227.00
8.00	-92.00	102.00	2288.00	2020.00	3845.00
9.00	-98.00	110.00	-622.00	2783.00	6445.00
17.00	-103.00	115.00	-1214.00	3625.00	7910.00
24.00	-88.00	110.00	-4315.00	5926.00	11035.00
31.00	-53.00	89.00	-6719.00	7977.00	13293.00
39.00	-35.00	68.00	-7458.00	8331.00	13708.00
44.00	-33.00	64.00	-7617.00	7171.00	13745.00
50.00	-34.00	65.00	-4406.00	5426.00	14801.00
64.00	-18.00	68.00	-2789.00	4534.00	15850.00
61.00	37.00	72.00	-622.00	3210.00	16876.00
55.00	74.00	79.00	-2032.00	1953.00	13531.00
42.00	55.00	93.00	-1434.00	653.00	7617.00
46.00	0.00	102.00	-1611.00	311.00	4028.00
46.00	-25.00	121.00	-976.00	518.00	4840.00
44.00	-20.00	127.00	-1159.00	2355.00	6903.00
46.00	-2.00	123.00	-1855.00	3643.00	7391.00
44.00	18.00	114.00	-5041.00	6402.00	7659.00
51.00	22.00	79.00	-7073.00	9008.00	6713.00
54.00	35.00	34.00	-7495.00	9564.00	5908.00
54.00	44.00	7.00	-5596.00	7141.00	4547.00
54.00	48.00	9.00	-2270.00	2868.00	2880.00
52.00	46.00	45.00	726.00	-1257.00	988.00
49.00	30.00	71.00	1690.00	-2557.00	73.00
49.00	3.00	103.00	1666.00	-2569.00	-775.00
49.00	-13.00	100.00	463.00	-854.00	-85.00
48.00	-1.00	85.00	-604.00	225.00	1416.00
48.00	26.00	85.00	-1373.00	354.00	2038.00
52.00	47.00	87.00	-1361.00	726.00	1025.00
61.00	42.00	67.00	-469.00	1287.00	-964.00
64.00	33.00	53.00	91.00	1165.00	-2288.00
76.00	17.00	24.00	2178.00	-152.00	-2526.00
107.00	14.00	-112.00	8795.00	-1794.00	-1696.00
60.00	0.00	-281.00	9002.00	-12573.00	-2294.00
-17.00	-13.00	-237.00	8636.00	-34429.00	-4980.00
-94.00	-12.00	-78.00	12078.00	-51025.00	-7189.00
-127.00	4.00	-16.00	8038.00	-55328.00	-8367.00
-185.00	-7.00	18.00	8264.00	-54553.00	-8776.00
-261.00	-47.00	54.00	7446.00	-55218.00	-8746.00
-247.00	-77.00	204.00	10302.00	-56237.00	-5755.00
-193.00	-56.00	314.00	14593.00	-46417.00	-1464.00
-208.00	-36.00	307.00	12225.00	-30261.00	-848.00
-214.00	-65.00	320.00	11267.00	-18072.00	-1995.00
-202.00	-75.00	323.00	13806.00	-6274.00	1525.00
-170.00	-51.00	281.00	19122.00	6.00	5279.00
-144.00	4.00	257.00	15844.00	12084.00	4455.00
-159.00	-16.00	221.00	8569.00	22491.00	2069.00
-172.00	-43.00	223.00	5273.00	29864.00	1251.00
-168.00	-44.00	194.00	-1153.00	37945.00	2270.00
-162.00	-33.00	126.00	-12139.00	45758.00	952.00
-149.00	-58.00	56.00	-19757.00	50189.00	-3564.00
-137.00	-73.00	29.00	-21020.00	49902.00	-5706.00
-91.00	-86.00	-32.00	-13250.00	48510.00	-4980.00
-33.00	-54.00	-107.00	-9582.00	42797.00	-2343.00
21.00	-38.00	-139.00	-5285.00	32684.00	-2233.00
51.00	-37.00	-148.00	-5340.00	20587.00	-2960.00
61.00	-65.00	-108.00	-4028.00	7427.00	-3692.00
77.00	-58.00	-68.00	1281.00	-2142.00	-946.00
74.00	-39.00	-70.00	4644.00	-8770.00	1446.00
55.00	7.00	-78.00	4754.00	-12548.00	1385.00
29.00	47.00	-56.00	6121.00	-20379.00	-579.00
8.00	55.00	-82.00	3588.00	-26068.00	-5187.00
-54.00	37.00	-93.00	-122.00	-33526.00	-9967.00
-133.00	5.00	-46.00	7574.00	-43200.00	-12664.00
-190.00	7.00	86.00	1312.00	-50158.00	-13037.00
-188.00	-27.00	177.00	2185.00	-47937.00	-14556.00
-185.00	-48.00	222.00	3558.00	-44738.00	-14855.00
-153.00	-68.00	256.00	9124.00	-34680.00	-12347.00
-148.00	-58.00	293.00	7598.00	-23950.00	-9710.00
-163.00	-54.00	309.00	7537.00	-12951.00	-7946.00
-150.00	-82.00	334.00	8428.00	-2282.00	-6604.00
